the_geom,BIN,NAME,Height Roof
"MULTIPOLYGON (((-74.000751680995 40.719540350873, -74.000927024152 40.719323602245, -74.000934602356 40.719314234178, -74.000943553462 40.71930317044, -74.000967294649 40.719314288839, -74.000997432449 40.719289662334, -74.001216545091 40.719110617224, -74.001278050616 40.719154190434, -74.001076959827 40.719318395989, -74.00105873324 40.719333279788, -74.001041718188 40.719321217612, -74.001007692385 40.719345266035, -74.000978979731 40.719380758983, -74.000919780201 40.719453938515, -74.00082289645 40.719573700771, -74.000751680995 40.719540350873)))",1002695,,75
"MULTIPOLYGON (((-73.993898478358 40.71836937298, -73.993923010489 40.718321278933, -73.993936154886 40.718295510629, -73.994019721378 40.718320186274, -73.993989323824 40.718379779549, -73.993982044928 40.718394049552, -73.993898478358 40.71836937298)))",1079083,,37.01
"MULTIPOLYGON (((-73.988537343118 40.711538950321, -73.988645191434 40.711527804577, -73.988669953271 40.711570049083, -73.988660898225 40.71161580135, -73.988685804345 40.711658857227, -73.988684324996 40.711666235868, -73.98867669373 40.71170429341, -73.988711623445 40.711712773348, -73.988714385369 40.711727872485, -73.988722564741 40.711772588155, -73.988690776119 40.711783194857, -73.988715723701 40.711826485763, -73.988706737226 40.711872615353, -73.988731723868 40.711916124183, -73.988715842648 40.711962756484, -73.988607037411 40.711974001255, -73.988581663653 40.711931632407, -73.988591075232 40.711884569039, -73.988565663684 40.711841993966, -73.988572378147 40.711795431016, -73.988541138505 40.711792822733, -73.988530839051 40.711731457293, -73.988561032023 40.711716246165, -73.988544716052 40.711689224714, -73.988535744698 40.711674365391, -73.988546404728 40.711627633538, -73.988519893821 40.711585557227, -73.988537343118 40.711538950321)))",1003211,,142.16
"MULTIPOLYGON (((-73.990772681104 40.717664194291, -73.990669611701 40.717633619068, -73.990598573279 40.717612546755, -73.99063161939 40.717548056709, -73.990678044923 40.717561828377, -73.99074207001 40.7175808208, -73.990799967069 40.717597995467, -73.990849885126 40.717612802932, -73.990816839194 40.71767729304, -73.990772681104 40.717664194291)))",1005450,,55.89
"MULTIPOLYGON (((-73.990597963998 40.726573757751, -73.990683296193 40.726454724585, -73.990740815574 40.726374489359, -73.990758857244 40.726349321577, -73.990796854144 40.726353431842, -73.990815555297 40.726361191221, -73.990835842084 40.726381261583, -73.990827188866 40.72639333312, -73.990791982822 40.726442442277, -73.990733508022 40.726524011106, -73.990701848862 40.726568174924, -73.990664583795 40.726620157399, -73.99058759876 40.726588216379, -73.990597963998 40.726573757751)))",1077964,,62.35
"MULTIPOLYGON (((-73.984505785181 40.721322949176, -73.984525471035 40.721286000306, -73.984557843414 40.721225240054, -73.984399408321 40.721176377751, -73.984393540491 40.721174567832, -73.984350960266 40.721161435322, -73.984369601771 40.721126446746, -73.984371888293 40.721122156127, -73.984386473009 40.721094779907, -73.984343202852 40.721081435681, -73.98417459486 40.721029435208, -73.984168955465 40.721027696449, -73.984200811768 40.720967905173, -73.984251204145 40.72098344677, -73.984298756137 40.720998111762, -73.984453255576 40.721045760687, -73.984458929301 40.721047511144, -73.984503450425 40.721061240913, -73.984574195709 40.721083059858, -73.984754729183 40.721138737205, -73.984872856451 40.721175167598, -73.984825461707 40.721264125423, -73.984787073126 40.721336179149, -73.984772357892 40.721339555916, -73.984742337287 40.721395903141, -73.984505785181 40.721322949176)))",1004240,,39
"MULTIPOLYGON (((-73.98652147207 40.720275667599, -73.986555200699 40.720209947829, -73.986586575393 40.720148814971, -73.986653213789 40.720168612319, -73.986778084257 40.720205709721, -73.986852722089 40.720227883417, -73.986901766622 40.720242453853, -73.986882380492 40.720280228035, -73.986779053199 40.720249530444, -73.98676706485 40.720272890094, -73.986733336397 40.720338609927, -73.98652147207 40.720275667599)))",1087043,,75
"MULTIPOLYGON (((-73.998365924486 40.714388457729, -73.998422362223 40.714375665862, -73.998436314251 40.714372503458, -73.99853982479 40.714349042013, -73.998598888596 40.714335654854, -73.99865733697 40.714322406338, -73.998677899876 40.714317745532, -73.998687207982 40.714372584932, -73.998689961604 40.714388807661, -73.998576156073 40.714410015137, -73.998455345462 40.714432528148, -73.998356252793 40.714450994448, -73.998338150598 40.714394752801, -73.998365924486 40.714388457729)))",1001688,,86.54827732
"MULTIPOLYGON (((-74.009335529627 40.72530348378, -74.009345533258 40.725247745047, -74.009472736546 40.725260965832, -74.009462727101 40.725316704577, -74.009335529627 40.72530348378)))",1010351,,38.36
"MULTIPOLYGON (((-73.995675953347 40.719934394821, -73.995710943865 40.719851297074, -73.995756649572 40.719742748599, -73.995762905671 40.719727891316, -73.995844814383 40.719747855903, -73.995842845819 40.719752531279, -73.995798833003 40.719857059974, -73.995753010095 40.719965884016, -73.995675953347 40.719934394821)))",1066722,,50.83
"MULTIPOLYGON (((-74.004853794038 40.717980808852, -74.005020964325 40.717767968805, -74.00503596138 40.717774788614, -74.005052177761 40.717754142807, -74.005088644839 40.717770724094, -74.005077331366 40.717785128254, -74.005100560189 40.717795691112, -74.004928488339 40.718014772019, -74.004853794038 40.717980808852)))",1001897,,72.68
"MULTIPOLYGON (((-73.996339917196 40.724753151033, -73.996452404846 40.724618946243, -73.996518010596 40.724540674171, -73.997083677416 40.724884380065, -73.997030360223 40.724947991581, -73.996917403241 40.725082757034, -73.996339917196 40.724753151033), (-73.996778778587 40.724813916998, -73.996638619883 40.724732365572, -73.996631865602 40.724739084976, -73.996588979554 40.724781745343, -73.9967291383 40.724863296829, -73.996770093673 40.724822556241, -73.996778778587 40.724813916998)))",1007944,,172.24
"MULTIPOLYGON (((-73.984420534837 40.72294638188, -73.984463662089 40.722887469167, -73.984547459129 40.722922975828, -73.984504331928 40.722981889472, -73.984420534837 40.72294638188)))",1077501,,41.9
"MULTIPOLYGON (((-74.005673967237 40.720805681025, -74.005698146025 40.7207144816, -74.005717001529 40.720643362001, -74.005651485318 40.720613946482, -74.005605701009 40.720672975339, -74.005435526162 40.720596569841, -74.005554347598 40.720459243621, -74.00555747185 40.720454453659, -74.005561276681 40.720449908602, -74.005565718302 40.720445658881, -74.00557074819 40.720441751326, -74.005576311904 40.720438228262, -74.005582345535 40.720435129315, -74.005588785171 40.720432487807, -74.005595557434 40.720430334359, -74.005602588943 40.720428692387, -74.005609801584 40.720427579906, -74.005617116058 40.720427007725, -74.0056244507 40.720426983954, -74.005631726208 40.720427508595, -74.005906364332 40.720457498015, -74.005915923018 40.720458542115, -74.005848864168 40.720814044308, -74.005841834818 40.720813707875, -74.005673967237 40.720805681025)))",1002740,,134
"MULTIPOLYGON (((-73.98991254471 40.71834201629, -73.989928784 40.718311335531, -73.989935924094 40.718297082881, -73.989952214386 40.718296934819, -73.989970783518 40.718261853464, -73.98997576363 40.718263379362, -73.989985422884 40.718245131365, -73.989977260379 40.718242629938, -73.989994665732 40.718209747524, -73.989987524529 40.718200005185, -73.989991099782 40.718193601068, -73.9899915757 40.7181927024, -73.990017710923 40.718143322494, -73.990118876437 40.718174320474, -73.99005504317 40.718294923001, -73.990005660103 40.718388223279, -73.989904494317 40.7183572252, -73.98991254471 40.71834201629)))",1005298,,69.68
"MULTIPOLYGON (((-74.001687137145 40.719834493416, -74.001992556935 40.719984928614, -74.001887775263 40.72010807511, -74.001582355145 40.719957638735, -74.001687137145 40.719834493416)))",1003010,,76.23
"MULTIPOLYGON (((-73.984048221903 40.724619392824, -73.98411724307 40.724525325251, -73.984278236824 40.724593696003, -73.984319527618 40.724537420698, -73.984339053487 40.724510808801, -73.98428966699 40.724489835515, -73.984231201646 40.724465006784, -73.984254276074 40.724433558751, -73.984304465958 40.724365154806, -73.984412317687 40.724410957656, -73.984473729582 40.724327258202, -73.984312737455 40.72425888682, -73.984382654182 40.724163596314, -73.984553839901 40.724236296814, -73.984662009963 40.72428223455, -73.984541202971 40.724446883741, -73.984327579 40.724738030964, -73.984241074249 40.724701293686, -73.984048221903 40.724619392824)))",1005010,,67.56
"MULTIPOLYGON (((-74.016710180324 40.70970939667, -74.016893658799 40.70975088435, -74.016831232741 40.709910751331, -74.017018961658 40.709953199934, -74.017049852387 40.709960184229, -74.017075333517 40.709965946425, -74.01708849007 40.709968920661, -74.017034045795 40.710108344961, -74.017026867275 40.710126729957, -74.017009510576 40.710122805394, -74.016980738177 40.710116299848, -74.016950055671 40.710109362331, -74.016934590157 40.710105865221, -74.016935934804 40.710102421469, -74.016771049905 40.710065138338, -74.016768754414 40.71007101901, -74.016569462905 40.71002595568, -74.016710180324 40.70970939667)))",1000436,,88
"MULTIPOLYGON (((-73.993183014912 40.700297345156, -73.993194278001 40.700274196354, -73.993198736133 40.700265033005, -73.993207991027 40.700267641435, -73.993346822819 40.700306765991, -73.993341930373 40.700316822629, -73.993349616785 40.700326711598, -73.99335020832 40.700327471664, -73.993342938291 40.700342413444, -73.99332621982 40.700337701896, -73.993183014912 40.700297345156)))",3001592,,36.88816514
"MULTIPOLYGON (((-73.994808356795 40.703927036358, -73.994808277517 40.703927004836, -73.994781315628 40.703966210101, -73.994778918015 40.703969696774, -73.994769410399 40.7039835219, -73.994766705094 40.703987455213, -73.994764460141 40.703990719466, -73.994753677972 40.704006397786, -73.994751257871 40.704009916876, -73.99472389401 40.703999018532, -73.994631834273 40.703924634704, -73.994626033122 40.703933069528, -73.994567983604 40.703887429766, -73.99460396687 40.70387851459, -73.994640610775 40.703909104886, -73.994769087734 40.703722286109, -73.994766650247 40.703721316147, -73.994774034774 40.703710577878, -73.994830558285 40.703628386211, -73.994892543776 40.703653073808, -73.994880955787 40.703669923671, -73.994936103351 40.703691888692, -73.994939418809 40.703693208988, -73.994896209987 40.703756039394, -73.994899842558 40.703757486678, -73.994898707662 40.703759136365, -73.994888742119 40.70377362786, -73.994890140718 40.703774184438, -73.994896233262 40.703776611588, -73.994871124716 40.703813123525, -73.994865468789 40.703810871093, -73.994851053275 40.703805128786, -73.994848030827 40.703809523149, -73.994862499588 40.70381528617, -73.994870106692 40.703818315831, -73.994878995256 40.703821856139, -73.994881219763 40.703822742341, -73.994890743733 40.703826534819, -73.994893230091 40.703822920275, -73.994896063972 40.703824049643, -73.994898871822 40.703825167302, -73.994921870327 40.70379172421, -73.994922328309 40.703791057852, -73.995004065968 40.703823613128, -73.994946890443 40.703906751287, -73.994871827379 40.704015900806, -73.994867901973 40.704021609876, -73.994789420444 40.703990350488, -73.994792970711 40.703985188014, -73.994799739884 40.703975345726, -73.994796515526 40.70397406145, -73.994821614706 40.703937563938, -73.99481252971 40.703933946173, -73.994815362819 40.703929826459, -73.994808356795 40.703927036358), (-73.994822408905 40.703919567245, -73.994825395857 40.703915224211, -73.994835170686 40.703919117562, -73.994885867152 40.703845400326, -73.994878710862 40.703842549888, -73.99488262679 40.703836855225, -73.994873870748 40.703833368054, -73.994871648606 40.703832482752, -73.994862153035 40.703828701079, -73.994848847405 40.703823401873, -73.994840944539 40.703834892951, -73.994854303418 40.703840213772, -73.994863662916 40.703843942309, -73.994864323169 40.703844205288, -73.994814627853 40.703916468234, -73.994815414714 40.703916781647, -73.994822408905 40.703919567245)))",3335852,,13.07212478
"MULTIPOLYGON (((-73.979481293654 40.721112477982, -73.979574551082 40.720981624374, -73.979580405265 40.720973410061, -73.97958576923 40.720965883651, -73.979590028431 40.720959906822, -73.979592712781 40.720956140465, -73.979599175586 40.720947071675, -73.979608814137 40.720933547725, -73.97961612475 40.720923290412, -73.979618302304 40.720920234467, -73.979630445574 40.720925244351, -73.97969023177 40.720949908168, -73.979643879131 40.72101495011, -73.979630088494 40.721009260052, -73.97962912044 40.721008860954, -73.97962661252 40.721012380604, -73.97962205019 40.721018782421, -73.9796368077 40.721024870677, -73.979611869401 40.721059863677, -73.979597156008 40.721064299683, -73.979540476645 40.721143828054, -73.979479255999 40.721118572269, -73.97947747492 40.721117837136, -73.979480605689 40.721113444106, -73.979481293654 40.721112477982)))",1004360,,58.36
"MULTIPOLYGON (((-73.998887096726 40.719114908354, -73.998774931877 40.719071935781, -73.998816810746 40.719008655578, -73.998958849456 40.719063072966, -73.998910626864 40.719123922684, -73.998887096726 40.719114908354)))",1079580,,71.23
"MULTIPOLYGON (((-73.991338554457 40.718701650215, -73.991378251062 40.718625575402, -73.99141081258 40.718563176089, -73.991483671264 40.718585185464, -73.991452535145 40.718644852755, -73.991411412085 40.718723659635, -73.991338554457 40.718701650215)))",1005467,,51.28
"MULTIPOLYGON (((-73.979463629073 40.720442505839, -73.979332839524 40.720623237281, -73.979254887062 40.720590582482, -73.979385675574 40.720409851129, -73.979463629073 40.720442505839)))",1090230,,92
"MULTIPOLYGON (((-73.980305018639 40.721875327452, -73.980051362734 40.721767853881, -73.980093101789 40.721710830024, -73.980208267211 40.721759625084, -73.980213882136 40.721751954606, -73.980357935887 40.721812989702, -73.980310582072 40.721877684137, -73.980305018639 40.721875327452)))",1004379,,36.32
"MULTIPOLYGON (((-73.996994804964 40.723382387543, -73.997042778991 40.723323747606, -73.997059998097 40.723331905762, -73.997173276437 40.72338557536, -73.99724411544 40.723419137263, -73.99719615099 40.723477761975, -73.997115269027 40.723439449604, -73.996999490863 40.723384606521, -73.996994804964 40.723382387543)))",1007542,,13.87
"MULTIPOLYGON (((-73.977389739134 40.702325846368, -73.977465432707 40.7020616897, -73.977801881761 40.702117527384, -73.977813371713 40.702119434182, -73.977800846607 40.702163146224, -73.977585962609 40.702913067186, -73.977367074951 40.702876740031, -73.977238019658 40.702855321122, -73.977389739134 40.702325846368)))",3335126,268,72
"MULTIPOLYGON (((-74.008298766275 40.709048899516, -74.008288916943 40.70903874336, -74.008329970352 40.708998297536, -74.008336452091 40.708991912442, -74.008428945117 40.708900786576, -74.008486367103 40.708844213141, -74.008490799578 40.708840729636, -74.008495091367 40.708838310546, -74.008499790298 40.708836380404, -74.008504801708 40.708834976137, -74.008510025012 40.708834127469, -74.008515352525 40.708833850618, -74.008520678929 40.708834152795, -74.00852589417 40.708835025905, -74.008530894107 40.708836453745, -74.008535576968 40.708838406607, -74.00853984926 40.708840845775, -74.008543622225 40.708843721728, -74.008546822486 40.708846975037, -74.008549382581 40.708850541772, -74.008551252801 40.708854348094, -74.008552394083 40.708858318363, -74.00855278275 40.708862371535, -74.008552412874 40.708866425665, -74.008551290362 40.708870398803, -74.00854943887 40.708874210805, -74.008647120822 40.70892212061, -74.008648627173 40.708921454118, -74.008653601884 40.708919924676, -74.008658812159 40.70891894903, -74.008664151497 40.708918547001, -74.00866951221 40.708918726699, -74.008674784246 40.708919484532, -74.008679861099 40.708920805199, -74.00868077116 40.708921158131, -74.00868463981 40.708922661693, -74.00868902334 40.708925015298, -74.008692922928 40.708927820096, -74.008696259281 40.70893101846, -74.008698963754 40.708934544658, -74.008700981904 40.708938327553, -74.008702272301 40.708942290605, -74.008702750856 40.70894590342, -74.008702810084 40.708946353671, -74.008702583408 40.708950432104, -74.008701595813 40.708954445757, -74.008699869773 40.708958311782, -74.00869743841 40.708961951832, -74.008748214402 40.709022688366, -74.008760485586 40.709037366665, -74.00876594683 40.709037040264, -74.008771414069 40.709037306399, -74.008776774882 40.709038161476, -74.008781922762 40.709039587493, -74.008786751201 40.709041555642, -74.00878752282 40.709041986928, -74.008791164342 40.709044025407, -74.00879507224 40.709046946367, -74.008798394419 40.709050260895, -74.008801064599 40.709053900557, -74.008803029521 40.709057791516, -74.008804247753 40.70906185543, -74.008804694436 40.709066010354, -74.008804362456 40.709070170741, -74.008803256537 40.709074253744, -74.008801400335 40.709078175612, -74.008798830523 40.709081857098, -74.008795600345 40.709085223456, -74.008791774877 40.709088207142, -74.00878743103 40.709090746015, -74.008785200487 40.709091700727, -74.008782656367 40.70909279054, -74.008777550288 40.709094298385, -74.008772213375 40.709095238926, -74.00876675568 40.709095593243, -74.008762722616 40.709094754273, -74.008696393386 40.709160662317, -74.008685105406 40.709171878136, -74.008687382696 40.709175458396, -74.008688944069 40.709179255734, -74.008689757563 40.709183184603, -74.008689804234 40.709187163058, -74.008689084069 40.709191103749, -74.008687878612 40.709194227714, -74.008687611259 40.709194921127, -74.008685418926 40.709198532343, -74.008682553212 40.709201859948, -74.008679078011 40.709204831897, -74.008675880782 40.709206866393, -74.008675067867 40.709207384248, -74.00867060916 40.709209460262, -74.008665797737 40.709211016708, -74.008660738916 40.709212019358, -74.00865554038 40.709212445691, -74.008650316918 40.709212287594, -74.008645179767 40.70921154866, -74.008570757008 40.709285497001, -74.008573099386 40.70928911418, -74.008574755431 40.709292944832, -74.008575691997 40.709296914215, -74.008575892507 40.709300943087, -74.008575352217 40.709304954905, -74.008574081768 40.709308869522, -74.008573732756 40.709309530523, -74.008572106001 40.709312611293, -74.008569462775 40.709316106373, -74.008566205332 40.709319287221, -74.008562396384 40.709322090796, -74.008558110477 40.709324462161, -74.008553431625 40.709326355383, -74.008548450945 40.709327733535, -74.008543266653 40.709328568694, -74.008537980518 40.709328846444, -74.008532694311 40.709328559573, -74.008528432821 40.709327551316, -74.008454195572 40.709401315863, -74.008457234894 40.709404405294, -74.008459667178 40.709407792838, -74.008461440346 40.70941140826, -74.008462518888 40.709415179522, -74.008462882676 40.70941902918, -74.008462522233 40.709422879792, -74.008461445832 40.709426651212, -74.008459674765 40.709430268696, -74.00845724689 40.709433656597, -74.008454208351 40.709436747375, -74.008450624225 40.709439477988, -74.008446565509 40.7094417935, -74.008442115034 40.709443645278, -74.008437363916 40.709444996393, -74.008432409189 40.709445819823, -74.008427350254 40.709446097551, -74.008422064085 40.709446179885, -74.008417601484 40.709445729055, -74.008416821624 40.709445650768, -74.008411745945 40.709444523699, -74.008406953022 40.709442824785, -74.0084025541 40.709440591838, -74.008398650956 40.709437877982, -74.008395333534 40.709434745346, -74.008392677581 40.709431265965, -74.008390745826 40.709427519979, -74.008389582065 40.709423594736, -74.00838921471 40.709419581184, -74.008389649691 40.709415571176, -74.008390878734 40.709411658366, -74.008367581739 40.709395097861, -74.008349535896 40.709382270489, -74.008224920588 40.709293688975, -74.008219757565 40.709294275577, -74.008214536489 40.709294314671, -74.008209359129 40.709293805351, -74.00820432371 40.709292756615, -74.008199526087 40.709291190068, -74.008195058567 40.709289134519, -74.008191006359 40.709286630486, -74.00818744639 40.709283723889, -74.008184448484 40.709280472356, -74.008182067086 40.709276937119, -74.008180350722 40.709273184811, -74.008179331352 40.709269289272, -74.008179026736 40.709265322542, -74.008179443984 40.709261362964, -74.008206942403 40.709234040398, -74.008312798092 40.709128860296, -74.008345141734 40.709096722312, -74.008298766275 40.709048899516)))",1001109,,387.57
